ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.09410774410774411,0.590245026291538,0.47398628503279666,0.9582888297543454,0.15045081415691025,0.3660043489340016,-0.37772006794221963,-0.7364436611982126,0.31462432938696594
