ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.24281609195402298,0.461620644312952,0.42678364959532067,0.9780589698086561,0.3489332415691672,0.1449630422018527,0.029350921080037895,-1.0146271450040398,-0.8452084397734851
